id	geneSymbol	geneCoordinate
ENSG00000235531	RP11-383H13.1	chr8:72740202-73030828
ENSG00000235563	RP11-334A14.8	chr1:53580048-53584481
ENSG00000235593	RBMS3-AS1	chr3:29968102-29975847
ENSG00000235602	POU5F1P3	chr12:8286168-8287647
ENSG00000235641	LINC00484	chr9:93921655-93928058
ENSG00000235652	RP11-545I5.3	chr6:146135848-146207921
ENSG00000235674	LDHAP2	chr1:235901105-235902489
ENSG00000235677	NPM1P26	chr10:98319742-98320879
ENSG00000235740	RP11-436I24.1	chr6:143875262-143883368
ENSG00000235784	HNRNPA1P29	chr13:94047030-94048308
ENSG00000235790	RP11-73M7.6	chr1:32109450-32125739
ENSG00000235831	BHLHE40-AS1	chr3:4938293-5021846
ENSG00000235852	AC005540.3	chr2:191745323-191746985
ENSG00000235865	GSN-AS1	chr9:124042846-124048008
ENSG00000235902	RP11-626E13.1	chr4:186586839-186596771
ENSG00000235919	ASH1L-AS1	chr1:155531621-155533975
ENSG00000235927	NEXN-AS1	chr1:78346833-78355424
ENSG00000235945	AC002543.2	chr7:116513308-116516630
ENSG00000235947	EGOT	chr3:4790676-4793474
ENSG00000235954	TTC28-AS1	chr22:28315164-28404769
ENSG00000236002	CTB-75G16.1	chr17:34930101-34931364
ENSG00000236015	AC011290.5	chr7:39608775-39609997
ENSG00000236016	RP1-3J17.3	chr6:86339880-86341195
ENSG00000236018	RP4-814D15.1	chr7:156990094-156991405
ENSG00000236031	RP11-269F20.1	chr1:243708634-243711831
ENSG00000236051	MYCBP2-AS1	chr13:77649449-77672877
ENSG00000236065	RP1-117O3.2	chr1:33452476-33498270
ENSG00000236083	OR13E1P	chr9:35858859-35860180
ENSG00000236144	AD000090.2	chr19:36031440-36037131
ENSG00000236199	RP11-264I13.2	chr9:2041700-2046223
ENSG00000236200	KDM4A-AS1	chr1:44165236-44174009
ENSG00000236233	RP11-12A20.7	chr9:67791967-67794849
ENSG00000236266	RP3-467L1.4	chr1:7870102-7887602
ENSG00000236285	NPM1P8	chrX:32223819-32225055
ENSG00000236287	ZBED5	chr11:10833421-10880543
ENSG00000236304	AP001189.4	chr11:76367900-76375110
ENSG00000236383	LINC00854	chr17:41368760-41383538
ENSG00000236432	AC097662.2	chr2:228085568-228190117
ENSG00000236449	AC018890.6	chr2:175411669-175639755
ENSG00000236467	RP11-443A13.5	chr10:78647602-78740582
ENSG00000236478	AC012513.4	chr2:217039419-217040955
ENSG00000236494	RP11-89N17.4	chr7:33832580-33842968
ENSG00000236498	AC107081.5	chr2:62095367-62113417
ENSG00000236526	RP4-742J24.2	chr20:11889852-11899525
ENSG00000236540	AC006547.13	chr22:20050303-20058266
ENSG00000236564	YWHAQP5	chr2:99310372-99312153
ENSG00000236581	STARD13-AS	chr13:33845316-33855671
ENSG00000236583	AP004290.1	chr8:100245076-100246887
ENSG00000236776	RPL21P23	chr1:57003924-57004783
ENSG00000236779	RP11-430C7.2	chr1:204497773-204499020
ENSG00000236824	BCYRN1	chr2:47557999-47571856
ENSG00000236901	MIR600HG	chr9:125871573-125877956
ENSG00000236936	RP3-329E20.2	chr1:21592375-21593944
ENSG00000236943	RP11-640M9.1	chr1:144455938-144522170
ENSG00000236973	GAPDHP51	chr1:52172610-52174009
ENSG00000236998	RP11-203L2.3	chr9:71403023-71404786
ENSG00000237017	AC012314.8	chr19:54622691-54628922
ENSG00000237036	ZEB1-AS1	chr10:31495007-31609576
ENSG00000237054	PRMT5-AS1	chr14:23388465-23396305
ENSG00000237115	RP1-131F15.2	chr6:132146921-132149753
ENSG00000237125	HAND2-AS1	chr4:174448221-174512675
ENSG00000237126	AC073254.1	chr2:233445458-233476881
ENSG00000237149	ZNF503-AS2	chr10:77160559-77168938
ENSG00000237159	CNTFR-AS1	chr9:34567813-34583027
ENSG00000237161	RP11-32B5.1	chr15:21936360-21938311
ENSG00000237188	RP11-337C18.8	chr1:146644150-146683336
ENSG00000237234	RP1-142L7.5	chr6:112475767-112487870
ENSG00000237248	LINC00987	chr12:9392399-9395835
ENSG00000237263	MAPK6PS3	chr13:42642868-42645429
ENSG00000237329	RP11-201O14.1	chr1:31509381-31510287
ENSG00000237399	PITRM1-AS1	chr10:3183624-3210364
ENSG00000237437	ASS1P12	chr9:32945794-32947420
ENSG00000237491	RP11-206L10.9	chr1:713950-745640
ENSG00000237499	RP11-356I2.4	chr6:138144610-138189570
ENSG00000237502	RP1-12G14.6	chr6:149896401-149897460
ENSG00000237522	NONOP2	chr2:61163754-61165384
ENSG00000237669	HCG4P3	chr6:29973698-29975093
ENSG00000237672	KRR1P1	chr13:20644190-20646476
ENSG00000237686	RP5-1120P11.1	chr6:43963260-44042589
ENSG00000237719	RP1-179N16.3	chr6:36059568-36060623
ENSG00000237732	AC010980.2	chr2:223182794-223217908
ENSG00000237872	POU5F1P4	chr1:155402769-155404253
ENSG00000237972	TUBG1P	chr7:43958096-43959853
ENSG00000237973	hsa-mir-6723	chr1:566254-568196
ENSG00000237984	PTENP1	chr9:33673302-33677697
ENSG00000237988	OR2I1P	chr6:29520796-29522143
ENSG00000238018	AC093110.3	chr2:54887948-54890129
ENSG00000238045	AC009133.14	chr16:29819766-29823506
ENSG00000238057	ZEB2-AS1	chr2:145275464-145279258
ENSG00000238083	LRRC37A2	chr17:44588677-44633216
ENSG00000238086	PPP1R26P1	chr13:48890799-48894811
ENSG00000238098	ABCA17P	chr16:2388951-2476900
ENSG00000238109	AC004893.10	chr7:98595961-98597753
ENSG00000238120	CTA-941F9.9	chr22:46000112-46001701
ENSG00000238133	MLK7-AS1	chr2:174030974-174146964
ENSG00000238164	RP3-395M20.8	chr1:2481159-2488670
ENSG00000238168	RP11-686G8.1	chr12:112018979-112019807
ENSG00000238197	PAXBP1-AS1	chr21:34100226-34115633
ENSG00000238198	RP11-31F15.2	chr1:113554109-113615927
ENSG00000238258	RP11-342D11.2	chr10:33500005-33502932
ENSG00000238273	AC012360.6	chr2:105979295-105995496
ENSG00000238741	SCARNA7	chr3:160232495-160233224
ENSG00000239207	GAPDHP39	chr3:138496474-138497852
ENSG00000239264	TXNDC5	chr6:7881283-8026846
ENSG00000239351	NPM1P29	chr3:149656584-149657786
ENSG00000239388	ASB14	chr3:57302175-57326910
ENSG00000239415	AP001469.9	chr21:47671263-47674247
ENSG00000239503	MARK2P8	chr3:128467181-128468532
ENSG00000239519	CADM2-AS1	chr3:86041133-86077357
ENSG00000239593	RP11-477J21.6	chr9:124041941-124045208
ENSG00000239665	RP11-295P9.3	chr10:13651847-13710499
ENSG00000239903	RP11-353N4.2	chr1:149646585-149649502
ENSG00000239926	PRDX3P4	chr3:64159877-64161023
ENSG00000240002	YBX1P3	chr3:114649188-114650496
ENSG00000240050	RP1-93H18.1	chr6:116601162-116691636
ENSG00000240132	ETF1P2	chr7:151198764-151200749
ENSG00000240225	ZNF542	chr19:56879268-56891397
ENSG00000240291	RP11-499P20.2	chr10:18801844-18834780
ENSG00000240338	RP11-331F4.4	chr16:75259772-75262293
ENSG00000240395	RPL5P23	chr8:42199085-42200352
ENSG00000240401	AC012358.8	chr2:55535428-55573385
ENSG00000240522	RPL7AP10	chr19:21332251-21333441
ENSG00000240694	PNMA2	chr8:26362002-26371808
ENSG00000240723	RN7SL382P	chr4:140021331-140022010
ENSG00000240731	RP5-890O3.9	chr1:1252761-1254269
ENSG00000240793	UBA52P8	chr16:48368182-48368965
ENSG00000240925	RPS20P31	chr12:120685063-120685794
ENSG00000240970	RPL23AP64	chr11:118873522-118874356
ENSG00000241007	SEPT7P6	chr7:152064404-152065946
ENSG00000241026	CTD-2036J7.1	chr8:22247178-22248368
ENSG00000241043	GVQW1	chr9:32566587-32568819
ENSG00000241111	RP11-129B22.1	chr3:64053440-64089007
ENSG00000241158	ADAMTS9-AS1	chr3:64546814-64574078
ENSG00000241218	RP11-446H18.1	chr3:107046477-107048244
ENSG00000241269	AC093620.5	chr7:5459258-5460598
ENSG00000241278	ENPP7P4	chr3:125566866-125628415
ENSG00000241399	CD302	chr2:160625164-160654953
ENSG00000241429	EEF1A1P25	chr3:138543705-138545371
ENSG00000241468	ATP5J2	chr7:99045898-99064154
ENSG00000241472	PTPRG-AS1	chr3:62246340-62355205
ENSG00000241535	CBX5P1	chr3:88144358-88145318
ENSG00000241560	ZBTB20-AS1	chr3:114070458-114108025
ENSG00000241738	ZNF90P1	chr3:101075936-101078286
ENSG00000241878	PISD	chr22:32014277-32058618
ENSG00000241984	RPL7AP2	chr14:39625746-39627256
ENSG00000242028	HYPK	chr15:44088140-44095441
ENSG00000242048	RP13-452N2.1	chr7:151503544-151508106
ENSG00000242198	CTD-2235C13.1	chr5:74670088-74670834
ENSG00000242299	RP11-234A1.1	chr3:101295133-101295991
ENSG00000242457	RBBP4P2	chr3:93794556-93796219
ENSG00000242485	MRPL20	chr1:1337088-1342893
ENSG00000242539	AC007620.3	chr3:179114549-179117179
ENSG00000242687	AC004893.11	chr7:98610588-98646063
ENSG00000242732	RGAG4	chrX:71346758-71351958
ENSG00000242802	AP5Z1	chr7:4815053-4834143
ENSG00000242882	RPL5P11	chr4:174340196-174341488
ENSG00000242888	RP11-436M15.1	chr14:100440473-100441686
ENSG00000242950	ERVW-1	chr7:92097494-92107500
ENSG00000242951	RP11-507E23.1	chr14:76061948-76062749
ENSG00000243155	RP11-46A10.5	chr1:180912978-180945818
ENSG00000243197	TUSC7	chr3:116427882-116442628
ENSG00000243230	RP11-286H14.8	chr7:128849416-128853586
ENSG00000243368	MCCC1-AS1	chr3:182733843-182735796
ENSG00000243649	CFB	chr6:31895275-31920061
ENSG00000243663	RPS4XP14	chr12:1866197-1867377
ENSG00000243710	WDR65	chr1:43637620-43720229
ENSG00000243801	RN7SL461P	chr14:57290892-57291574
ENSG00000243829	CTB-33G10.1	chr19:50222555-50223538
ENSG00000244041	LINC01011	chr6:2988001-2991607
ENSG00000244151	RP11-148K1.12	chr7:150771629-150773817
ENSG00000244161	FLNB-AS1	chr3:58148074-58156563
ENSG00000244476	ERVFRD-1	chr6:11102522-11112165
ENSG00000244479	OR2A1-AS1	chr7:143948157-144053474
ENSG00000244513	CTD-2013N24.2	chr3:69062892-69105973
ENSG00000244515	KRT18P34	chr3:156880252-156881921
ENSG00000244556	ODCP	chr7:128668743-128670781
ENSG00000244734	HBB	chr11:5246494-5250825
ENSG00000244754	N4BP2L2	chr13:33006354-33113170
ENSG00000244926	ALKBH3-AS1	chr11:43930642-43942694
ENSG00000244953	RP11-613D13.8	chr11:43965137-43968956
ENSG00000244968	LIFR-AS1	chr5:38556688-38671518
ENSG00000245025	RP11-875O11.1	chr8:22841909-22877048
ENSG00000245060	LINC00847	chr5:180257757-180262926
ENSG00000245067	IGFBP7-AS1	chr4:57975728-58071876
ENSG00000245148	ARAP1-AS2	chr11:72411319-72416852
ENSG00000245149	RNF139-AS1	chr8:125474526-125487017
ENSG00000245156	RP11-867G23.3	chr11:66037103-66046196
ENSG00000245205	EEF1A1P4	chr12:19608978-19610782
ENSG00000245275	SAP30L-AS1	chr5:153708797-153825610
ENSG00000245293	RP11-286E11.1	chr4:108784435-108900155
ENSG00000245468	RP11-367J11.3	chr4:7096098-7105312
ENSG00000245532	NEAT1	chr11:65190045-65213211
ENSG00000245552	RP11-712B9.2	chr11:94883503-94967468
ENSG00000245651	RP11-620J15.2	chr12:58263418-58290465
ENSG00000245904	RP11-796E2.4	chr12:92539149-92583636
ENSG00000245958	RP11-33B1.1	chr4:120375746-120473380
ENSG00000245970	KB-1208A12.3	chr8:99053754-99056549
ENSG00000246250	RP11-613D13.5	chr11:43851059-43902476
ENSG00000246263	KB-431C1.4	chr8:103251422-103265761
ENSG00000246273	SBF2-AS1	chr11:9779639-9833066
ENSG00000246308	RP11-685M7.3	chr11:10830644-10844678
ENSG00000246334	PRR7-AS1	chr5:176865304-176874900
ENSG00000246366	RP11-382J12.1	chr8:71520612-71575714
ENSG00000246422	CTD-2024I7.13	chr5:140937678-140945030
ENSG00000246451	RP11-894P9.1	chr14:104148499-104150552
ENSG00000246477	AF131216.6	chr8:11173174-11183138
ENSG00000246548	RP11-7F17.5	chr14:77507207-77536046
ENSG00000246705	H2AFJ	chr12:14927070-14931136
ENSG00000246763	RGMB-AS1	chr5:98105122-98109373
ENSG00000246820	RP11-379P15.1	chr11:8190514-8200650
ENSG00000246851	RP11-544A12.8	chr9:134065097-134069792
ENSG00000246859	STARD4-AS1	chr5:110847724-111075623
ENSG00000246889	AP000487.5	chr11:70218152-70244794
ENSG00000247121	CTD-2260A17.2	chr5:96149531-96271713
ENSG00000247228	RP11-296I10.3	chr16:70190043-70207551
ENSG00000247287	RP11-902B17.1	chr14:61764682-61789736
ENSG00000247373	RP11-486O12.2	chr12:124066567-124069862
ENSG00000247498	RP11-392P7.6	chr12:13080460-13137779
ENSG00000247556	OIP5-AS1	chr15:41575988-41602101
ENSG00000247679	RP11-1277A3.1	chr5:177038054-177046955
ENSG00000247774	PCED1B-AS1	chr12:47599481-47610439
ENSG00000247853	RP5-940J5.6	chr12:6687588-6694105
ENSG00000247903	RP11-421F16.3	chr12:27124319-27132715
ENSG00000248019	FAM13A-AS1	chr4:89630740-89651454
ENSG00000248027	CTD-2383M3.1	chr11:100554693-100558886
ENSG00000248115	RP11-752D24.2	chr4:53811616-53824454
ENSG00000248152	RP11-650J17.1	chr4:113900546-113993318
ENSG00000248180	GAPDHP60	chr4:88128044-88129438
ENSG00000248208	RP11-153M7.1	chr4:154579524-154581005
ENSG00000248213	CICP16	chr4:119556856-119560137
ENSG00000248222	CTB-174D11.1	chr5:168440032-168465203
ENSG00000248254	AC092597.3	chr4:47558548-47562476
ENSG00000248415	GAPDHP61	chr15:64820666-64822070
ENSG00000248458	AL139147.1	chr1:67131347-67142910
ENSG00000248529	RP11-2O17.2	chr5:60954101-60994459
ENSG00000248564	RP11-478C6.2	chr4:331686-332572
ENSG00000248690	HAS2-AS1	chr8:122651333-122657133
ENSG00000248724	NPHP3-AS1	chr3:132440394-132593267
ENSG00000248734	CTD-2260A17.1	chr5:96120281-96121903
ENSG00000248795	RP11-173E2.1	chr4:139481658-139483295
ENSG00000248905	FMN1	chr15:33057547-33487097
ENSG00000248923	MTND5P11	chr5:134260138-134262349
ENSG00000248932	RP11-319G6.1	chr3:139108457-139302361
ENSG00000249028	RP5-951N9.1	chr12:1489026-1500868
ENSG00000249035	CTB-113P19.1	chr5:151056306-151104543
ENSG00000249087	C1orf213	chr1:23695290-23698532
ENSG00000249158	PCDHA11	chr5:140248489-140392129
ENSG00000249180	CTC-506B8.1	chr5:96076583-96078602
ENSG00000249244	RP11-548H18.2	chr4:120312786-120316690
ENSG00000249245	RP11-557J10.3	chr4:146545111-146547387
ENSG00000249249	AC010226.4	chr5:114937554-114956556
ENSG00000249302	FTH1P24	chr4:140467220-140468081
ENSG00000249348	UGDH-AS1	chr4:39529439-39596527
ENSG00000249593	CTB-46B19.2	chr5:138348136-138387092
ENSG00000249604	RP11-286E11.2	chr4:108856987-108862611
ENSG00000249626	RP11-496H1.1	chr3:197360986-197362882
ENSG00000249673	NOP14-AS1	chr4:2936426-2963665
ENSG00000249690	RP11-1336O20.2	chr4:151500041-151502897
ENSG00000249695	RP11-598F7.4	chr12:246377-258535
ENSG00000249700	SRD5A3-AS1	chr4:56229938-56262214
ENSG00000249717	RP11-44F21.3	chr4:75880984-75895772
ENSG00000249767	ENPP7P10	chr4:9080549-9143534
ENSG00000249825	CTD-2201I18.1	chr5:79347997-79379677
ENSG00000249852	AC145676.2	chr7:227354-229757
ENSG00000249898	CTD-2541M15.1	chr8:6475796-6565930
ENSG00000250031	RP11-114M5.1	chr8:59336947-59339444
ENSG00000250033	SLC7A11-AS1	chr4:138978418-139099531
ENSG00000250039	RP11-17E2.2	chr4:21950438-22332153
ENSG00000250073	RP11-677M14.3	chr11:124628825-124636032
ENSG00000250116	RP11-417F21.1	chr2:46795195-46807577
ENSG00000250138	RP11-848G14.5	chr5:68927590-68932512
ENSG00000250292	RP11-451F20.1	chr4:184301298-184303058
ENSG00000250295	RP11-434I12.2	chr8:74209746-74268896
ENSG00000250365	CTD-2213F21.2	chr14:31889292-31922289
ENSG00000250384	UBE2CP3	chr4:57938649-57939498
ENSG00000250397	RP11-1391J7.1	chr11:856680-859995
ENSG00000250510	GPR162	chr12:6930511-6939336
ENSG00000250596	RP11-440I14.2	chr4:175444652-175461695
ENSG00000250602	RP11-517I3.1	chr5:125768997-125826263
ENSG00000250722	SEPP1	chr5:42799782-42887694
ENSG00000250770	RP5-1063M23.1	chr12:3405168-3409590
ENSG00000250848	CTD-2083E4.5	chr5:288748-290636
ENSG00000250869	RP11-453N18.1	chr8:68045589-68048346
ENSG00000250892	RP11-1365D11.1	chr4:194998-198998
ENSG00000250914	RP11-1084J3.1	chr5:33970768-33972933
ENSG00000251011	RP11-402L6.1	chr3:132964750-132976232
ENSG00000251022	THAP9-AS1	chr4:83813962-83822313
ENSG00000251034	RP11-582J16.4	chr8:22398158-22403118
ENSG00000251139	RP11-701P16.2	chr4:185734573-185742643
ENSG00000251143	RP11-849H4.4	chr11:71725137-71732156
ENSG00000251192	ZNF674	chrX:46356962-46405092
ENSG00000251196	RP11-54F2.1	chr5:10652123-10656237
ENSG00000251229	RP11-503N18.5	chr4:2506608-2508206
ENSG00000251288	RP11-10L12.2	chr4:103672358-103673998
ENSG00000251350	RP11-328N19.1	chr4:44018678-44024280
ENSG00000251369	ZNF550	chr19:58046425-58071431
ENSG00000251370	CTD-2201E9.1	chr5:9511245-9518398
ENSG00000251417	RP11-1348G14.4	chr16:28813897-28829349
ENSG00000251497	RP11-197N18.7	chr12:123565731-123569491
ENSG00000251562	MALAT1	chr11:65265033-65274140
ENSG00000251596	HADHAP1	chr4:166325019-166327702
ENSG00000251632	RP11-714L20.1	chr4:138466685-138524784
ENSG00000251661	RP11-326C3.11	chr11:318440-325831
ENSG00000251675	CTC-458I2.2	chr5:79423984-79439906
ENSG00000253106	RP11-158K1.3	chr8:125500551-125504084
ENSG00000253200	RP11-582J16.5	chr8:22471221-22474370
ENSG00000253309	SERPINE3	chr13:51909709-51939071
ENSG00000253330	RP11-697N18.3	chr8:48423396-48424903
ENSG00000253385	KB-1254G8.1	chr8:103866483-103868503
ENSG00000253406	AC012613.2	chr5:148595886-148656568
ENSG00000253456	CTD-2363C16.2	chr5:158412614-158414407
ENSG00000253636	RP11-531A24.5	chr8:73964213-73975496
ENSG00000253667	RP11-30L15.4	chr8:54883591-54886970
ENSG00000253729	PRKDC	chr8:48685469-48872943
ENSG00000253733	LZTS1-AS1	chr8:20133084-20148169
ENSG00000253811	CTD-2363C16.1	chr5:158409814-158411997
ENSG00000253837	RP11-177H13.2	chr8:23193484-23223838
ENSG00000253854	RP11-10N23.2	chr8:94731602-94733595
ENSG00000253930	RP11-1149O23.2	chr8:23046592-23048388
ENSG00000253932	RP11-10C8.2	chr8:13195883-13200463
ENSG00000253955	CTB-33O18.3	chr5:173006446-173012271
ENSG00000254010	RP11-103H7.5	chr8:127568941-127569878
ENSG00000254064	CTD-2530N21.4	chr8:22111889-22132875
ENSG00000254088	SLC2A3P4	chr8:87515620-87517490
ENSG00000254162	RP11-48B3.3	chr8:81447041-81451570
ENSG00000254198	RP11-598P20.3	chr8:42980938-42981740
ENSG00000254254	RP11-17A4.2	chr8:57358166-57464826
ENSG00000254285	KRT8P3	chr8:62490579-62492430
ENSG00000254340	RP11-10A14.3	chr8:8998734-9003145
ENSG00000254428	RP11-110I1.11	chr11:118874252-118875803
ENSG00000254429	CTD-2562J17.7	chr11:74970971-74972269
ENSG00000254449	SF3A3P2	chr11:123468454-123470360
ENSG00000254477	AP000640.10	chr11:59520288-59522648
ENSG00000254501	AP003068.9	chr11:64877986-64879367
ENSG00000254527	ENPP7P12	chr8:12063068-12064098
ENSG00000254593	OR7E126P	chr11:71614040-71615327
ENSG00000254595	CTD-2010I16.1	chr11:6509216-6510807
ENSG00000254604	AP000487.6	chr11:70128273-70209674
ENSG00000254656	RTL1	chr14:101346792-101351384
ENSG00000254672	RP5-916O11.3	chr11:35988360-35990426
ENSG00000254827	SLC22A18AS	chr11:2908810-2925170
ENSG00000254843	RP11-648O15.1	chr11:86805576-86807827
ENSG00000254909	RP11-110I1.5	chr11:118876237-118876844
ENSG00000254923	RP11-1236K1.8	chr8:11985416-11987007
ENSG00000254928	RP11-702H23.6	chr11:74166193-74168070
ENSG00000254941	RP11-677M14.5	chr11:124677518-124678365
ENSG00000254996	ANKHD1-EIF4EBP3	chr5:139781293-139929354
ENSG00000254999	BRK1	chr3:10157076-10169074
ENSG00000255026	RP11-326C3.2	chr11:287105-289187
ENSG00000255040	RP11-677N16.1	chr11:14694952-14696301
ENSG00000255043	NAV2-AS5	chr11:19524019-19528976
ENSG00000255159	RP11-318C2.1	chr11:8790125-8831978
ENSG00000255201	RP11-350N15.4	chr8:38279207-38283814
ENSG00000255220	DDX18P5	chr11:130165336-130167041
ENSG00000255224	CTD-3065J16.9	chr8:145132705-145134368
ENSG00000255248	RP11-166D19.1	chr11:121898863-121987231
ENSG00000255302	EID1	chr15:49169883-49172580
ENSG00000255389	C6orf3	chr6:111920878-111923698
ENSG00000255438	CTD-2653D5.1	chr20:46306445-46315241
ENSG00000255508	MIR3654	chr11:62326875-62359203
ENSG00000255517	CTD-3074O7.5	chr11:66240761-66247904
ENSG00000255548	RP11-617B3.2	chr11:103816076-103817474
ENSG00000255565	RP11-6B19.1	chr12:15932802-15935254
ENSG00000255568	BRWD1-IT2	chr21:40685687-40687086
ENSG00000255585	RP11-188C12.2	chr9:140681917-140683339
ENSG00000255633	MTRNR2L9	chr6:62283808-62284734
ENSG00000255748	AC226150.4	chr12:133787046-133787972
ENSG00000255823	MTRNR2L8	chr11:10529234-10530923
ENSG00000255850	TMEM5-AS1	chr12:64202425-64216136
ENSG00000255857	PXN-AS1	chr12:120638894-120651141
ENSG00000255967	RP11-438L7.3	chr12:8786763-8790404
ENSG00000256043	CTSO	chr4:156845070-156875269
ENSG00000256045	MTRNR2L10	chrX:55207624-55209144
ENSG00000256087	ZNF432	chr19:52534432-52599191
ENSG00000256092	hsa-mir-8072	chr12:123848215-123850860
ENSG00000256134	RP11-674J14.3	chr12:16124624-16125743
ENSG00000256143	Z95704.5	chr4:123766-125623
ENSG00000256151	RP11-76C10.5	chr12:131474483-131478721
ENSG00000256162	SMLR1	chr6:131148346-131158475
ENSG00000256222	MTRNR2L3	chr20:55933296-55935078
ENSG00000256235	SMIM3	chr5:150157308-150176496
ENSG00000256238	RP11-473N11.2	chr12:16552008-16555540
ENSG00000256282	RP11-504G3.4	chr11:18616806-18621430
ENSG00000256315	AP000462.1	chr11:115267274-115268576
ENSG00000256399	RP11-274J7.3	chr12:64280959-64282578
ENSG00000256525	POLG2	chr17:62473702-62493354
ENSG00000256540	RP11-598F7.6	chr12:275822-291765
ENSG00000256609	RP11-64B16.4	chr12:119619653-119621264
ENSG00000256618	MTRNR2L1	chr17:22022237-22024191
ENSG00000256628	ZBTB11-AS1	chr3:101395074-101398261
ENSG00000256683	ZNF350	chr19:52467396-52490309
ENSG00000256694	RP11-598F7.5	chr12:273630-275687
ENSG00000256885	AP001877.1	chr11:95556481-95557536
ENSG00000256897	RP11-17G12.2	chr11:47241569-47243502
ENSG00000256947	RP11-64D24.2	chr11:114081138-114227493
ENSG00000256967	RP11-273B20.1	chr12:7281475-7283994
ENSG00000257093	KIAA1147	chr7:141356328-141402153
ENSG00000257097	RP11-450K4.1	chr12:122879889-122885604
ENSG00000257103	LSM14A	chr19:34663209-34720620
ENSG00000257150	PGAM1P5	chr12:96042831-96067975
ENSG00000257167	TMPO-AS1	chr12:98906551-98910400
ENSG00000257218	GATC	chr12:120884041-120899589
ENSG00000257279	RP11-231I16.1	chr12:117415047-117425342
ENSG00000257337	RP11-983P16.4	chr12:53408180-53448422
ENSG00000257365	FNTB	chr14:65381003-65529568
ENSG00000257410	RP11-2H8.2	chr12:72187435-72193607
ENSG00000257511	RP11-278C7.1	chr12:32879117-32880521
ENSG00000257553	RP11-603J24.17	chr12:56498198-56507889
ENSG00000257573	RP11-496I2.5	chr14:19719345-19720789
ENSG00000257621	RP11-349A22.5	chr14:58731883-58765052
ENSG00000257647	RP11-701H24.3	chr15:25272683-25277394
ENSG00000257727	CNPY2	chr12:56703426-56710320
ENSG00000257763	OR5BK1P	chr12:48749375-48750597
ENSG00000257802	MRS2P2	chr12:72242808-72244408
ENSG00000257913	RP11-386G11.5	chr12:49391950-49413188
ENSG00000257923	CUX1	chr7:101458759-101927449
